%
% MSNB_S (34.090600 N -77.867900 E)
% The MSBN-S Station is located on the southern end of Masonboro Island, NC. The station is a 10' tower with its meteorological sensor positioned approximately 8.4 feet above the primary sand dune. The station samples continuously at 1 Hz and averages the data every 6 minutes. Data is transmitted every 30 minutes. The installation and maintenance of the station is funded, in part, by grants from the National Science Foundation and U.S. Coastal Research Program. This site/dataset was established on 07/01/2021. Please be cautious in the vicinity of the station and do not climb on the tower or guy wires.
%
% MSNB_S Wind speed (m/s) @ 0 m (height)
% MSNB_S Rain (day) (m) @ 0 m (height)
%
Time (utc),MSNB_S Wind speed (m/s),MSNB_S Wind speed (m/s) quality,MSNB_S Rain (day) (m),MSNB_S Rain (day) (m) quality
2024-09-12 17:12,7.91,good,0.00,not evaluated
2024-09-12 17:18,8.31,good,0.00,not evaluated
2024-09-12 17:24,8.32,good,0.00,not evaluated
2024-09-12 17:30,8.37,good,0.00,not evaluated
2024-09-12 17:36,8.18,good,0.00,not evaluated
2024-09-12 17:42,8.14,good,0.00,not evaluated
2024-09-12 17:48,8.17,good,0.00,not evaluated
2024-09-12 17:54,8.79,good,0.00,not evaluated
2024-09-12 18:00,8.40,good,0.00,not evaluated
2024-09-12 18:06,8.34,good,0.00,not evaluated
2024-09-12 18:12,8.25,good,0.00,not evaluated
2024-09-12 18:18,8.50,good,0.00,not evaluated
2024-09-12 18:24,7.91,good,0.00,not evaluated
2024-09-12 18:30,7.90,good,0.00,not evaluated
2024-09-12 18:36,8.43,good,0.00,not evaluated
2024-09-12 18:42,8.18,good,0.00,not evaluated
2024-09-12 18:48,7.73,good,0.00,not evaluated
2024-09-12 18:54,8.33,good,0.00,not evaluated
2024-09-12 19:00,8.07,good,0.00,not evaluated
2024-09-12 19:06,7.66,good,0.00,not evaluated
2024-09-12 19:12,8.31,good,0.00,not evaluated
2024-09-12 19:18,9.10,good,0.00,not evaluated
2024-09-12 19:24,8.52,good,0.00,not evaluated
2024-09-12 19:30,7.93,good,0.00,not evaluated
2024-09-12 19:36,7.31,good,0.00,not evaluated
2024-09-12 19:42,7.45,good,0.00,not evaluated
2024-09-12 19:48,7.43,good,0.00,not evaluated
2024-09-12 19:54,7.64,good,0.00,not evaluated
2024-09-12 20:00,7.43,good,0.00,not evaluated
2024-09-12 20:06,8.16,good,0.00,not evaluated
2024-09-12 20:12,7.93,good,0.00,not evaluated
2024-09-12 20:18,8.22,good,0.00,not evaluated
2024-09-12 20:24,8.09,good,0.00,not evaluated
2024-09-12 20:30,7.90,good,0.00,not evaluated
2024-09-12 20:36,8.33,good,0.00,not evaluated
2024-09-12 20:42,7.91,good,0.00,not evaluated
2024-09-12 20:48,8.29,good,0.00,not evaluated
2024-09-12 20:54,8.03,good,0.00,not evaluated
2024-09-12 21:00,7.43,good,0.00,not evaluated
2024-09-12 21:06,7.88,good,0.00,not evaluated
2024-09-12 21:12,7.07,good,0.00,not evaluated
2024-09-12 21:18,7.57,good,0.00,not evaluated
2024-09-12 21:24,7.48,good,0.00,not evaluated
2024-09-12 21:30,7.28,good,0.00,not evaluated
2024-09-12 21:36,7.47,good,0.00,not evaluated
2024-09-12 21:42,7.38,good,0.00,not evaluated
2024-09-12 21:48,7.60,good,0.00,not evaluated
2024-09-12 21:54,7.24,good,0.00,not evaluated
2024-09-12 22:00,6.86,good,0.00,not evaluated
2024-09-12 22:06,7.24,good,0.00,not evaluated
2024-09-12 22:12,7.02,good,0.00,not evaluated
2024-09-12 22:18,6.80,good,0.00,not evaluated
2024-09-12 22:24,6.70,good,0.00,not evaluated
2024-09-12 22:30,6.84,good,0.00,not evaluated
2024-09-12 22:36,6.12,good,0.00,not evaluated
2024-09-12 22:42,6.58,good,0.00,not evaluated
2024-09-12 22:48,6.60,good,0.00,not evaluated
2024-09-12 22:54,6.54,good,0.00,not evaluated
2024-09-12 23:00,6.73,good,0.00,not evaluated
2024-09-12 23:06,6.80,good,0.00,not evaluated
2024-09-12 23:12,6.57,good,0.00,not evaluated
2024-09-12 23:18,7.35,good,0.00,not evaluated
2024-09-12 23:24,7.81,good,0.00,not evaluated
2024-09-12 23:30,7.26,good,0.00,not evaluated
2024-09-12 23:36,7.18,good,0.00,not evaluated
2024-09-12 23:42,6.79,good,0.00,not evaluated
2024-09-12 23:48,6.32,good,0.00,not evaluated
2024-09-12 23:54,6.80,good,0.00,not evaluated
2024-09-13 00:00,6.61,good,0.00,not evaluated
2024-09-13 00:06,6.48,good,0.00,not evaluated
2024-09-13 00:12,7.07,good,0.00,not evaluated
2024-09-13 00:18,7.70,good,0.00,not evaluated
2024-09-13 00:24,7.26,good,0.00,not evaluated
2024-09-13 00:30,7.39,good,0.00,not evaluated
2024-09-13 00:36,7.44,good,0.00,not evaluated
2024-09-13 00:42,8.12,good,0.00,not evaluated
2024-09-13 00:48,8.21,good,0.00,not evaluated
2024-09-13 00:54,7.87,good,0.00,not evaluated
2024-09-13 01:00,7.94,good,0.00,not evaluated
2024-09-13 01:06,7.72,good,0.00,not evaluated
2024-09-13 01:12,8.49,good,0.00,not evaluated
2024-09-13 01:18,8.33,good,0.00,not evaluated
2024-09-13 01:24,8.46,good,0.00,not evaluated
2024-09-13 01:30,8.56,good,0.00,not evaluated
2024-09-13 01:36,8.67,good,0.00,not evaluated
2024-09-13 01:42,8.52,good,0.00,not evaluated
2024-09-13 01:48,7.49,good,0.00,not evaluated
2024-09-13 01:54,7.16,good,0.00,not evaluated
2024-09-13 02:00,7.00,good,0.00,not evaluated
2024-09-13 02:06,8.33,good,0.00,not evaluated
2024-09-13 02:12,8.82,good,0.00,not evaluated
2024-09-13 02:18,8.86,good,0.00,not evaluated
2024-09-13 02:24,9.56,good,0.00,not evaluated
2024-09-13 02:30,8.41,good,0.00,not evaluated
2024-09-13 02:36,8.29,good,0.00,not evaluated
2024-09-13 02:42,8.78,good,0.00,not evaluated
2024-09-13 02:48,9.02,good,0.00,not evaluated
2024-09-13 02:54,8.21,good,0.00,not evaluated
2024-09-13 03:00,7.36,good,0.00,not evaluated
2024-09-13 03:06,7.10,good,0.00,not evaluated
2024-09-13 03:12,7.92,good,0.00,not evaluated
2024-09-13 03:18,7.78,good,0.00,not evaluated
2024-09-13 03:24,7.93,good,0.00,not evaluated
2024-09-13 03:30,8.01,good,0.00,not evaluated
2024-09-13 03:36,8.34,good,0.00,not evaluated
2024-09-13 03:42,7.87,good,0.00,not evaluated
2024-09-13 03:48,8.14,good,0.00,not evaluated
2024-09-13 03:54,7.51,good,0.00,not evaluated
2024-09-13 04:00,6.81,good,0.00,not evaluated
2024-09-13 04:06,6.84,good,0.00,not evaluated
2024-09-13 04:12,7.21,good,0.00,not evaluated
2024-09-13 04:18,8.05,good,0.00,not evaluated
2024-09-13 04:24,7.86,good,0.00,not evaluated
2024-09-13 04:30,7.73,good,0.00,not evaluated
2024-09-13 04:36,7.72,good,0.00,not evaluated
2024-09-13 04:42,7.74,good,0.00,not evaluated
2024-09-13 04:48,7.86,good,0.00,not evaluated
2024-09-13 04:54,7.77,good,0.00,not evaluated
2024-09-13 05:00,6.77,good,0.00,not evaluated
2024-09-13 05:06,6.38,good,0.00,not evaluated
2024-09-13 05:12,5.77,good,0.00,not evaluated
2024-09-13 05:18,6.34,good,0.00,not evaluated
2024-09-13 05:24,5.98,good,0.00,not evaluated
2024-09-13 05:30,6.82,good,0.00,not evaluated
2024-09-13 05:36,7.79,good,0.00,not evaluated
2024-09-13 05:42,7.00,good,0.00,not evaluated
2024-09-13 05:48,6.06,good,0.00,not evaluated
2024-09-13 05:54,6.26,good,0.00,not evaluated
2024-09-13 06:00,6.83,good,0.00,not evaluated
2024-09-13 06:06,6.64,good,0.00,not evaluated
2024-09-13 06:12,6.17,good,0.00,not evaluated
2024-09-13 06:18,6.43,good,0.00,not evaluated
2024-09-13 06:24,6.44,good,0.00,not evaluated
2024-09-13 06:30,7.02,good,0.00,not evaluated
2024-09-13 06:36,7.14,good,0.00,not evaluated
2024-09-13 06:42,6.99,good,0.00,not evaluated
2024-09-13 06:48,8.26,good,0.00,not evaluated
2024-09-13 06:54,8.21,good,0.00,not evaluated
2024-09-13 07:00,7.73,good,0.00,not evaluated
2024-09-13 07:06,6.91,good,0.00,not evaluated
2024-09-13 07:12,7.28,good,0.00,not evaluated
2024-09-13 07:18,6.68,good,0.00,not evaluated
2024-09-13 07:24,6.32,good,0.00,not evaluated
2024-09-13 07:30,6.69,good,0.00,not evaluated
2024-09-13 07:36,6.92,good,0.00,not evaluated
2024-09-13 07:42,7.59,good,0.00,not evaluated
2024-09-13 07:48,6.73,good,0.00,not evaluated
2024-09-13 07:54,5.68,good,0.00,not evaluated
2024-09-13 08:00,5.38,good,0.00,not evaluated
2024-09-13 08:06,5.37,good,0.00,not evaluated
2024-09-13 08:12,4.90,good,0.00,not evaluated
2024-09-13 08:18,5.37,good,0.00,not evaluated
2024-09-13 08:24,6.31,good,0.00,not evaluated
2024-09-13 08:30,5.33,good,0.00,not evaluated
2024-09-13 08:36,6.06,good,0.00,not evaluated
2024-09-13 08:42,6.44,good,0.00,not evaluated
2024-09-13 08:48,6.61,good,0.00,not evaluated
2024-09-13 08:54,6.24,good,0.00,not evaluated
2024-09-13 09:00,5.04,good,0.00,not evaluated
2024-09-13 09:06,4.47,good,0.00,not evaluated
2024-09-13 09:12,4.58,good,0.00,not evaluated
2024-09-13 09:18,4.07,good,0.00,not evaluated
2024-09-13 09:24,4.69,good,0.00,not evaluated
2024-09-13 09:30,4.55,good,0.00,not evaluated
2024-09-13 09:36,4.15,good,0.00,not evaluated
2024-09-13 09:42,4.26,good,0.00,not evaluated
2024-09-13 09:48,4.32,good,0.00,not evaluated
2024-09-13 09:54,5.49,good,0.00,not evaluated
2024-09-13 10:00,5.67,good,0.00,not evaluated
2024-09-13 10:06,5.39,good,0.00,not evaluated
2024-09-13 10:12,5.54,good,0.00,not evaluated
2024-09-13 10:18,6.62,good,0.00,not evaluated
2024-09-13 10:24,6.70,good,0.00,not evaluated
2024-09-13 10:30,6.48,good,0.00,not evaluated
2024-09-13 10:36,6.44,good,0.00,not evaluated
2024-09-13 10:42,7.50,good,0.00,not evaluated
2024-09-13 10:48,7.97,good,0.00,not evaluated
2024-09-13 10:54,7.68,good,0.00,not evaluated
2024-09-13 11:00,8.43,good,0.00,not evaluated
2024-09-13 11:06,8.24,good,0.00,not evaluated
2024-09-13 11:12,6.82,good,0.00,not evaluated
2024-09-13 11:18,6.95,good,0.00,not evaluated
2024-09-13 11:24,7.06,good,0.00,not evaluated
2024-09-13 11:30,7.26,good,0.00,not evaluated
2024-09-13 11:36,7.48,good,0.00,not evaluated
2024-09-13 11:42,7.14,good,0.00,not evaluated
2024-09-13 11:48,6.43,good,0.00,not evaluated
2024-09-13 11:54,6.63,good,0.00,not evaluated
2024-09-13 12:00,6.07,good,0.00,not evaluated
2024-09-13 12:06,6.18,good,0.00,not evaluated
2024-09-13 12:12,6.39,good,0.00,not evaluated
2024-09-13 12:18,5.55,good,0.00,not evaluated
2024-09-13 12:24,5.60,good,0.00,not evaluated
2024-09-13 12:30,6.35,good,0.00,not evaluated
2024-09-13 12:36,7.20,good,0.00,not evaluated
2024-09-13 12:42,7.05,good,0.00,not evaluated
2024-09-13 12:48,6.13,good,0.00,not evaluated
2024-09-13 12:54,6.67,good,0.00,not evaluated
2024-09-13 13:00,6.83,good,0.00,not evaluated
2024-09-13 13:06,5.31,good,0.00,not evaluated
2024-09-13 13:12,4.30,good,0.00,not evaluated
2024-09-13 13:18,4.46,good,0.00,not evaluated
2024-09-13 13:24,3.60,good,0.00,not evaluated
2024-09-13 13:30,3.25,good,0.00,not evaluated
2024-09-13 13:36,2.89,good,0.00,not evaluated
2024-09-13 13:42,3.53,good,0.00,not evaluated
2024-09-13 13:48,3.67,good,0.00,not evaluated
2024-09-13 13:54,3.69,good,0.00,not evaluated
2024-09-13 14:00,4.07,good,0.00,not evaluated
2024-09-13 14:06,3.49,good,0.00,not evaluated
2024-09-13 14:12,3.59,good,0.00,not evaluated
2024-09-13 14:18,3.79,good,0.00,not evaluated
2024-09-13 14:24,3.79,good,0.00,not evaluated
2024-09-13 14:30,3.32,good,0.00,not evaluated
2024-09-13 14:36,4.57,good,0.00,not evaluated
2024-09-13 14:42,5.15,good,0.00,not evaluated
2024-09-13 14:48,6.82,good,0.00,not evaluated
2024-09-13 14:54,8.06,good,0.00,not evaluated
2024-09-13 15:00,9.53,good,0.00,not evaluated
2024-09-13 15:06,7.10,good,0.00,not evaluated
2024-09-13 15:12,6.19,good,0.00,not evaluated
2024-09-13 15:18,6.68,good,0.00,not evaluated
2024-09-13 15:24,6.57,good,0.00,not evaluated
2024-09-13 15:30,7.10,good,0.00,not evaluated
2024-09-13 15:36,5.76,good,0.00,not evaluated
2024-09-13 15:42,7.03,good,0.00,not evaluated
2024-09-13 15:48,6.69,good,0.00,not evaluated
2024-09-13 15:54,8.03,good,0.00,not evaluated
2024-09-13 16:00,7.68,good,0.00,not evaluated
2024-09-13 16:06,8.57,good,0.00,not evaluated
2024-09-13 16:12,7.41,good,0.00,not evaluated
2024-09-13 16:18,6.09,good,0.00,not evaluated
2024-09-13 16:24,6.22,good,0.00,not evaluated
2024-09-13 16:30,5.79,good,0.00,not evaluated
2024-09-13 16:36,6.65,good,0.00,not evaluated
2024-09-13 16:42,6.95,good,0.00,not evaluated
2024-09-13 16:48,7.63,good,0.00,not evaluated
2024-09-13 16:54,6.60,good,0.00,not evaluated
2024-09-13 17:00,5.54,good,0.00,not evaluated
2024-09-13 17:06,5.02,good,0.00,not evaluated
2024-09-13 17:12,4.86,good,0.00,not evaluated
2024-09-13 17:18,5.27,good,0.00,not evaluated
2024-09-13 17:24,5.66,good,0.00,not evaluated
2024-09-13 17:30,6.59,good,0.00,not evaluated
2024-09-13 17:36,6.56,good,0.00,not evaluated
2024-09-13 17:42,7.56,good,0.00,not evaluated
2024-09-13 17:48,8.14,good,0.00,not evaluated
2024-09-13 17:54,8.66,good,0.00,not evaluated
2024-09-13 18:00,8.63,good,0.00,not evaluated
2024-09-13 18:06,8.17,good,0.00,not evaluated
2024-09-13 18:12,7.20,good,0.00,not evaluated
2024-09-13 18:18,6.93,good,0.00,not evaluated
2024-09-13 18:24,7.98,good,0.00,not evaluated
2024-09-13 18:30,8.13,good,0.00,not evaluated
2024-09-13 18:36,8.12,good,0.00,not evaluated
2024-09-13 18:42,8.04,good,0.00,not evaluated
2024-09-13 18:48,8.20,good,0.00,not evaluated
2024-09-13 18:54,8.78,good,0.00,not evaluated
2024-09-13 19:00,7.07,good,0.00,not evaluated
2024-09-13 19:06,7.35,good,0.00,not evaluated
2024-09-13 19:12,7.68,good,0.00,not evaluated
2024-09-13 19:18,10.62,good,0.00,not evaluated
2024-09-13 19:24,12.04,good,0.00,not evaluated
2024-09-13 19:30,11.50,good,0.00,not evaluated
2024-09-13 19:36,11.17,good,0.00,not evaluated
2024-09-13 19:42,11.23,good,0.01,not evaluated
2024-09-13 19:48,10.38,good,0.01,not evaluated
2024-09-13 19:54,10.42,good,0.01,not evaluated
2024-09-13 20:00,10.08,good,0.01,not evaluated
2024-09-13 20:06,9.67,good,0.01,not evaluated
2024-09-13 20:12,8.91,good,0.01,not evaluated
2024-09-13 20:18,9.02,good,0.01,not evaluated
2024-09-13 20:24,8.85,good,0.01,not evaluated
2024-09-13 20:30,9.29,good,0.01,not evaluated
2024-09-13 20:36,9.57,good,0.01,not evaluated
2024-09-13 20:42,9.56,good,0.01,not evaluated
2024-09-13 20:48,10.07,good,0.01,not evaluated
2024-09-13 20:54,10.91,good,0.01,not evaluated
2024-09-13 21:00,11.27,good,0.01,not evaluated
2024-09-13 21:06,12.18,good,0.01,not evaluated
2024-09-13 21:12,9.36,good,0.01,not evaluated
2024-09-13 21:18,10.56,good,0.01,not evaluated
2024-09-13 21:24,10.94,good,0.01,not evaluated
2024-09-13 21:30,10.93,good,0.01,not evaluated
2024-09-13 21:36,10.19,good,0.01,not evaluated
2024-09-13 21:42,11.13,good,0.01,not evaluated
2024-09-13 21:48,9.83,good,0.01,not evaluated
2024-09-13 21:54,9.71,good,0.01,not evaluated
2024-09-13 22:00,9.83,good,0.01,not evaluated
2024-09-13 22:06,9.69,good,0.01,not evaluated
2024-09-13 22:12,9.39,good,0.01,not evaluated
2024-09-13 22:18,9.65,good,0.01,not evaluated
2024-09-13 22:24,9.01,good,0.01,not evaluated
2024-09-13 22:30,9.37,good,0.01,not evaluated
2024-09-13 22:36,9.37,good,0.01,not evaluated
2024-09-13 22:42,9.15,good,0.01,not evaluated
2024-09-13 22:48,8.84,good,0.01,not evaluated
2024-09-13 22:54,8.00,good,0.01,not evaluated
2024-09-13 23:00,8.11,good,0.01,not evaluated
2024-09-13 23:06,7.90,good,0.01,not evaluated
2024-09-13 23:12,7.77,good,0.01,not evaluated
2024-09-13 23:18,6.94,good,0.01,not evaluated
2024-09-13 23:24,7.62,good,0.01,not evaluated
2024-09-13 23:30,8.50,good,0.01,not evaluated
2024-09-13 23:36,8.83,good,0.01,not evaluated
2024-09-13 23:42,9.64,good,0.01,not evaluated
2024-09-13 23:48,9.48,good,0.01,not evaluated
2024-09-13 23:54,9.07,good,0.01,not evaluated
2024-09-14 00:00,9.16,good,0.01,not evaluated
2024-09-14 00:06,9.65,good,0.01,not evaluated
2024-09-14 00:12,9.46,good,0.01,not evaluated
2024-09-14 00:18,9.67,good,0.01,not evaluated
2024-09-14 00:24,9.59,good,0.01,not evaluated
2024-09-14 00:30,9.58,good,0.01,not evaluated
2024-09-14 00:36,8.86,good,0.01,not evaluated
2024-09-14 00:42,9.80,good,0.01,not evaluated
2024-09-14 00:48,9.19,good,0.01,not evaluated
2024-09-14 00:54,8.93,good,0.01,not evaluated
2024-09-14 01:00,8.64,good,0.01,not evaluated
2024-09-14 01:06,8.70,good,0.01,not evaluated
2024-09-14 01:12,8.19,good,0.01,not evaluated
2024-09-14 01:18,7.48,good,0.01,not evaluated
2024-09-14 01:24,7.46,good,0.01,not evaluated
2024-09-14 01:30,8.08,good,0.01,not evaluated
2024-09-14 01:36,7.54,good,0.01,not evaluated
2024-09-14 01:42,8.31,good,0.01,not evaluated
2024-09-14 01:48,8.35,good,0.01,not evaluated
2024-09-14 01:54,6.75,good,0.01,not evaluated
2024-09-14 02:00,5.79,good,0.01,not evaluated
2024-09-14 02:06,6.24,good,0.01,not evaluated
2024-09-14 02:12,7.26,good,0.01,not evaluated
2024-09-14 02:18,7.72,good,0.01,not evaluated
2024-09-14 02:24,7.08,good,0.01,not evaluated
2024-09-14 02:30,7.68,good,0.01,not evaluated
2024-09-14 02:36,7.61,good,0.01,not evaluated
2024-09-14 02:42,7.73,good,0.01,not evaluated
2024-09-14 02:48,7.76,good,0.01,not evaluated
2024-09-14 02:54,7.52,good,0.01,not evaluated
2024-09-14 03:00,7.55,good,0.01,not evaluated
2024-09-14 03:06,7.59,good,0.01,not evaluated
2024-09-14 03:12,7.82,good,0.01,not evaluated
2024-09-14 03:18,7.10,good,0.01,not evaluated
2024-09-14 03:24,7.19,good,0.01,not evaluated
2024-09-14 03:30,8.49,good,0.01,not evaluated
2024-09-14 03:36,7.86,good,0.01,not evaluated
2024-09-14 03:42,7.60,good,0.01,not evaluated
2024-09-14 03:48,8.67,good,0.01,not evaluated
2024-09-14 03:54,7.69,good,0.01,not evaluated
2024-09-14 04:00,7.55,good,0.01,not evaluated
2024-09-14 04:06,8.16,good,0.00,not evaluated
2024-09-14 04:12,7.62,good,0.00,not evaluated
2024-09-14 04:18,8.44,good,0.00,not evaluated
2024-09-14 04:24,7.95,good,0.00,not evaluated
2024-09-14 04:30,8.91,good,0.00,not evaluated
2024-09-14 04:36,8.39,good,0.00,not evaluated
2024-09-14 04:42,9.05,good,0.00,not evaluated
2024-09-14 04:48,9.71,good,0.00,not evaluated
2024-09-14 04:54,9.44,good,0.00,not evaluated
2024-09-14 05:00,10.42,good,0.00,not evaluated
2024-09-14 05:06,9.62,good,0.00,not evaluated
2024-09-14 05:12,10.05,good,0.00,not evaluated
2024-09-14 05:18,9.09,good,0.00,not evaluated
2024-09-14 05:24,8.61,good,0.00,not evaluated
2024-09-14 05:30,7.65,good,0.00,not evaluated
2024-09-14 05:36,7.36,good,0.00,not evaluated
2024-09-14 05:42,8.13,good,0.00,not evaluated
2024-09-14 05:48,8.61,good,0.00,not evaluated
2024-09-14 05:54,8.27,good,0.00,not evaluated
2024-09-14 06:00,8.04,good,0.00,not evaluated
2024-09-14 06:06,6.99,good,0.00,not evaluated
2024-09-14 06:12,7.01,good,0.00,not evaluated
2024-09-14 06:18,6.68,good,0.00,not evaluated
2024-09-14 06:24,6.63,good,0.00,not evaluated
2024-09-14 06:30,7.17,good,0.00,not evaluated
2024-09-14 06:36,7.63,good,0.00,not evaluated
2024-09-14 06:42,7.25,good,0.00,not evaluated
2024-09-14 06:48,8.18,good,0.00,not evaluated
2024-09-14 06:54,8.11,good,0.00,not evaluated
2024-09-14 07:00,8.77,good,0.00,not evaluated
2024-09-14 07:06,8.95,good,0.00,not evaluated
2024-09-14 07:12,8.43,good,0.00,not evaluated
2024-09-14 07:18,7.85,good,0.00,not evaluated
2024-09-14 07:24,7.20,good,0.00,not evaluated
2024-09-14 07:30,8.14,good,0.00,not evaluated
2024-09-14 07:36,9.04,good,0.00,not evaluated
2024-09-14 07:42,8.68,good,0.00,not evaluated
2024-09-14 07:48,8.92,good,0.00,not evaluated
2024-09-14 07:54,8.62,good,0.00,not evaluated
2024-09-14 08:00,8.91,good,0.00,not evaluated
2024-09-14 08:06,9.07,good,0.00,not evaluated
2024-09-14 08:12,9.01,good,0.00,not evaluated
2024-09-14 08:18,8.75,good,0.00,not evaluated
2024-09-14 08:24,9.02,good,0.00,not evaluated
2024-09-14 08:30,8.02,good,0.00,not evaluated
2024-09-14 08:36,8.11,good,0.00,not evaluated
2024-09-14 08:42,7.38,good,0.00,not evaluated
2024-09-14 08:48,6.65,good,0.00,not evaluated
2024-09-14 08:54,7.22,good,0.00,not evaluated
2024-09-14 09:00,7.27,good,0.00,not evaluated
2024-09-14 09:06,6.09,good,0.00,not evaluated
2024-09-14 09:12,6.06,good,0.00,not evaluated
2024-09-14 09:18,5.75,good,0.00,not evaluated
2024-09-14 09:24,5.43,good,0.00,not evaluated
2024-09-14 09:30,5.79,good,0.00,not evaluated
2024-09-14 09:36,5.43,good,0.00,not evaluated
2024-09-14 09:42,5.79,good,0.00,not evaluated
2024-09-14 09:48,5.72,good,0.00,not evaluated
2024-09-14 09:54,6.08,good,0.00,not evaluated
2024-09-14 10:00,5.90,good,0.00,not evaluated
2024-09-14 10:06,5.29,good,0.00,not evaluated
2024-09-14 10:12,5.94,good,0.00,not evaluated
2024-09-14 10:18,4.84,good,0.00,not evaluated
2024-09-14 10:24,4.68,good,0.00,not evaluated
2024-09-14 10:30,4.76,good,0.00,not evaluated
2024-09-14 10:36,4.27,good,0.00,not evaluated
2024-09-14 10:42,3.92,good,0.00,not evaluated
2024-09-14 10:48,4.84,good,0.00,not evaluated
2024-09-14 10:54,4.43,good,0.00,not evaluated
2024-09-14 11:00,4.90,good,0.00,not evaluated
2024-09-14 11:06,5.72,good,0.00,not evaluated
2024-09-14 11:12,6.84,good,0.00,not evaluated
2024-09-14 11:18,6.49,good,0.00,not evaluated
2024-09-14 11:24,6.68,good,0.00,not evaluated
2024-09-14 11:30,7.24,good,0.00,not evaluated
2024-09-14 11:36,7.72,good,0.00,not evaluated
2024-09-14 11:42,8.25,good,0.00,not evaluated
2024-09-14 11:48,7.70,good,0.00,not evaluated
2024-09-14 11:54,6.49,good,0.00,not evaluated
2024-09-14 12:00,7.43,good,0.00,not evaluated
2024-09-14 12:06,7.84,good,0.01,not evaluated
2024-09-14 12:12,7.94,good,0.01,not evaluated
2024-09-14 12:18,7.55,good,0.01,not evaluated
2024-09-14 12:24,7.24,good,0.01,not evaluated
2024-09-14 12:30,7.85,good,0.01,not evaluated
2024-09-14 12:36,7.99,good,0.01,not evaluated
2024-09-14 12:42,7.66,good,0.01,not evaluated
2024-09-14 12:48,7.63,good,0.01,not evaluated
2024-09-14 12:54,7.57,good,0.01,not evaluated
2024-09-14 13:00,8.00,good,0.01,not evaluated
2024-09-14 13:06,7.94,good,0.01,not evaluated
2024-09-14 13:12,7.96,good,0.01,not evaluated
2024-09-14 13:18,8.13,good,0.01,not evaluated
2024-09-14 13:24,7.99,good,0.01,not evaluated
2024-09-14 13:30,9.09,good,0.01,not evaluated
2024-09-14 13:36,9.12,good,0.02,not evaluated
2024-09-14 13:42,8.87,good,0.02,not evaluated
2024-09-14 13:48,8.89,good,0.02,not evaluated
2024-09-14 13:54,8.81,good,0.02,not evaluated
2024-09-14 14:00,8.46,good,0.02,not evaluated
2024-09-14 14:06,7.79,good,0.02,not evaluated
2024-09-14 14:12,7.77,good,0.02,not evaluated
2024-09-14 14:18,7.18,good,0.02,not evaluated
2024-09-14 14:24,7.50,good,0.02,not evaluated
2024-09-14 14:30,7.07,good,0.02,not evaluated
2024-09-14 14:36,7.35,good,0.02,not evaluated
2024-09-14 14:42,7.26,good,0.02,not evaluated
2024-09-14 14:48,9.43,good,0.02,not evaluated
2024-09-14 14:54,9.17,good,0.02,not evaluated
2024-09-14 15:00,8.64,good,0.02,not evaluated
2024-09-14 15:06,8.89,good,0.02,not evaluated
2024-09-14 15:12,9.62,good,0.02,not evaluated
2024-09-14 15:18,8.52,good,0.02,not evaluated
2024-09-14 15:24,7.54,good,0.02,not evaluated
2024-09-14 15:30,6.24,good,0.02,not evaluated
2024-09-14 15:36,7.58,good,0.02,not evaluated
2024-09-14 15:42,8.03,good,0.02,not evaluated
2024-09-14 15:48,8.51,good,0.02,not evaluated
2024-09-14 15:54,8.46,good,0.02,not evaluated
2024-09-14 16:00,7.51,good,0.02,not evaluated
2024-09-14 16:06,8.46,good,0.02,not evaluated
2024-09-14 16:12,8.78,good,0.02,not evaluated
2024-09-14 16:18,9.61,good,0.02,not evaluated
2024-09-14 16:24,8.41,good,0.02,not evaluated
2024-09-14 16:30,8.88,good,0.02,not evaluated
2024-09-14 16:36,8.06,good,0.02,not evaluated
2024-09-14 16:42,8.47,good,0.02,not evaluated
2024-09-14 16:48,7.69,good,0.02,not evaluated
2024-09-14 16:54,7.73,good,0.02,not evaluated
2024-09-14 17:00,7.43,good,0.02,not evaluated
2024-09-14 17:06,6.98,good,0.02,not evaluated
2024-09-14 17:12,7.28,good,0.02,not evaluated
2024-09-14 17:18,6.82,good,0.02,not evaluated
2024-09-14 17:24,7.00,good,0.02,not evaluated
2024-09-14 17:30,7.35,good,0.02,not evaluated
2024-09-14 17:36,6.55,good,0.02,not evaluated
2024-09-14 17:42,6.53,good,0.02,not evaluated
2024-09-14 17:48,6.35,good,0.02,not evaluated
2024-09-14 17:54,6.67,good,0.02,not evaluated
2024-09-14 18:00,5.94,good,0.02,not evaluated
2024-09-14 18:06,8.52,good,0.02,not evaluated
2024-09-14 18:12,7.20,good,0.03,not evaluated
2024-09-14 18:18,6.73,good,0.03,not evaluated
2024-09-14 18:24,7.84,good,0.03,not evaluated
2024-09-14 18:30,7.43,good,0.03,not evaluated
2024-09-14 18:36,8.67,good,0.03,not evaluated
2024-09-14 18:42,8.12,good,0.03,not evaluated
2024-09-14 18:48,6.49,good,0.03,not evaluated
2024-09-14 18:54,8.37,good,0.03,not evaluated
2024-09-14 19:00,8.23,good,0.03,not evaluated
2024-09-14 19:06,8.68,good,0.03,not evaluated
2024-09-14 19:12,7.92,good,0.03,not evaluated
2024-09-14 19:18,7.17,good,0.03,not evaluated
2024-09-14 19:24,7.73,good,0.03,not evaluated
2024-09-14 19:30,7.20,good,0.03,not evaluated
2024-09-14 19:36,5.89,good,0.03,not evaluated
